road,start node,end node,AADT
5782,4562886622,6950234967,-287903.84
959,183794312,183794248,4307.1494
9224,183902286,183933549,4308.6494
9208,3337049450,3337049458,78184.15
4932,6950993177,6950993172,162864.16
8079,183893713,183893730,4309.1494
7295,183918774,183918749,4309.1494
8721,2722360312,183780610,0.14960873
5604,7769804551,7769804564,182048.16
9157,183937395,183967634,4308.1494
3621,6950246410,6950246403,162832.16
11622,8122547434,8122547438,190304.16
8012,183877974,183979588,4307.1494
6043,183936197,183913040,4310.1494
8608,5929703088,5929702983,138944.16
3201,183871011,498697410,25806.15
11020,183848213,183848215,4307.1494
7223,183894645,183959425,4308.1494
2997,6785621108,183916806,0.14960873
12871,7035917795,7035917796,164880.16
6803,183908906,183932613,4308.1494
6709,8428896268,8428896286,197488.16
11779,4562886610,4562886612,106928.15
6528,7168837306,7168837303,168000.16
7402,183844824,183844820,4307.1494
10066,7171212854,7171212861,168016.16
6680,6950234971,2131875262,0.14960873
4419,183936131,183920215,4309.6494
3006,183777000,183777002,4306.6494
5097,8114205140,8114205147,190128.16
3829,183936601,183938252,4309.6494
6142,183908893,7436441855,-324047.84
3362,183839506,183841768,4307.6494
5369,6950246413,4564492376,274880.16
3762,8310215787,8310215783,194704.16
7695,183904137,183902924,4309.1494
5359,183868295,183898122,4307.1494
2312,183903738,183930082,4308.6494
12854,183956640,8105835417,-210271.84
6480,2864838218,2864838202,67128.15
13089,183959414,183959425,4310.1494
11449,183833152,183826172,4307.6494
11166,183820511,183924029,4304.6494
8645,183962777,183962769,4310.6494
12311,183904039,183894904,4309.1494
5288,183887290,183864102,4310.6494
4741,3665397921,3665397920,85896.15
2108,183830722,183832494,4307.1494
721,183844820,183956624,4305.1494
11467,183963743,183947335,4311.6494
3722,183987691,8428292005,-155487.84
11794,6785875139,6785875137,159008.16
12072,183887399,183887408,4308.6494
145,183892690,183903145,4308.6494
684,183910420,183938903,4308.1494
7229,4068942411,183936864,0.14960873
6051,183780610,183780609,4306.6494
3596,7168837303,183951626,0.14960873
11450,183833152,183826172,4307.6494
11194,7168837318,7168837317,168000.16
4844,183902176,183916113,4308.6494
3066,7085786383,7085786381,166016.16
1657,183900900,183900894,4309.1494
2552,6972745510,6972745513,163360.16
7386,183902028,183877719,4310.1494
12867,183810496,183810522,4307.1494
7824,7174868684,7174868682,168112.16
6565,7169528502,7169528498,167968.16
13008,183897798,183938664,4308.1494
9344,8393359233,183951651,0.14960873
5452,7199503876,183832456,0.14960873
7423,183951143,7066183498,-387551.84
7835,183911643,183911640,4309.1494
13324,8084247206,8084247204,189440.16
4079,7244261444,7244261445,169728.16
9125,183780997,183794829,4306.6494
13331,7085806503,7168136308,164352.16
3922,183910587,183910583,4309.1494
7064,6957391405,8430612470,132064.16
11470,1871373338,1871373042,43852.15
4187,183904044,6979757284,-401903.84
6382,6944490656,6944490646,162704.16
7110,7079509459,7079509448,165856.16
9403,5448150273,5448150264,127648.15
2406,183835157,183935689,4305.6494
1941,183834033,7028171716,-393039.84
4798,183935673,7138527880,-375087.84
7274,6863099387,183907753,0.14960873
2753,183898623,183902924,4309.6494
4288,8411584964,8411584966,197120.16
6229,4095533647,4095533643,95968.15
4468,6776273744,6776273755,158784.16
6600,183937369,183960759,4308.6494
7197,183898122,183913870,4308.6494
7838,8095362765,8095362761,189696.16
12244,183910600,183910595,4309.1494
2165,183906695,183936836,4308.1494
3230,183910633,183910640,4308.6494
10741,4068942425,4068942411,95336.15
566,183928210,183896182,4310.1494
5744,6950796907,8429128424,131776.16
1571,183938252,7850091474,-253695.84
6922,183815564,7192774140,-364783.84
11560,183900690,183952308,4308.1494
2725,7245005502,7161912969,171504.16
3392,8105812611,8105835417,189888.16
5408,183797070,183895469,4304.1494
534,8111543304,183830722,0.14960873
10902,7035917792,7035917791,164880.16
776,8123303980,183922032,0.14960873
1253,8418028712,8418028713,197232.16
6627,183815862,183784636,4308.6494
1420,183831314,183864102,4308.1494
4082,7244261444,6784961908,98400.15
8883,7081790955,7081790957,165920.16
13007,183897798,183897795,4309.1494
2922,6784793684,6784793680,158976.16
728,7153569222,7153569219,167600.16
3878,7028179119,183932454,0.14960873
5620,183892692,7183213882,-367087.84
3881,8123142917,8123142924,190336.16
6246,6785985481,6785875173,158992.16
13198,183902762,183926892,4308.6494
9962,183898987,183898996,4308.1494
7714,183883949,183903141,4308.6494
1239,6788254723,183856056,0.14960873
2199,6979705274,6979705275,163536.16
10920,7071554791,7071554787,165712.16
5349,8428941910,7984593368,106384.15
6508,7691897402,7691897403,180240.16
5929,183936842,183906668,4310.1494
13119,183925147,183978488,4308.6494
2396,8110362177,8110362176,190048.16
3212,183848433,183856049,4307.1494
13400,183894883,183943478,4307.6494
12347,183777047,6986759551,-399583.84
2952,7691897407,7691897398,180240.16
11306,183848456,6973636593,-402463.84
10684,183962319,183962317,4310.1494
4665,6788230504,6788230503,159056.16
5768,183913616,183906697,4309.6494
5591,183830767,183830763,4307.1494
8681,6753377210,183776933,0.14960873
5086,6785875164,6785875156,159008.16
7222,183894645,183959425,4308.1494
2603,7071526479,8411564709,137520.16
6886,183978488,183946613,4311.6494
12527,6784793672,183879596,0.14960873
4483,7170932402,7170940132,168000.16
5223,183835153,183835149,4307.1494
10942,8110367973,8110367976,190048.16
4202,7627846784,7627848686,178736.16
4689,7170932403,7170932402,167984.16
7249,183904196,7153569214,-372255.84
5113,183936217,183936220,4310.1494
6242,8310215779,8310215783,194704.16
2508,8192842781,5929703099,269184.16
12208,183959425,183936858,4311.1494
12858,183956640,183958560,4309.6494
3549,7007439333,6976662179,164832.16
799,183777267,183777264,4305.6494
13013,6785875137,6785875139,159008.16
980,183932536,6966074459,-404511.84
3347,183882353,8428243182,-154575.84
2354,183794690,183830239,4305.6494
8136,183880378,183880365,4308.6494
9684,6785875141,6785875140,158992.16
1989,8428297754,6948053713,198976.16
12619,6986972684,1955233987,0.14960873
6394,8418036018,6753377201,215360.16
5398,8110902528,8110902531,190048.16
163,8393513075,8428611283,195952.16
12805,183864075,183904030,4308.1494
3656,183981571,183932617,4311.1494
12861,183956640,183979727,4309.1494
709,6953287275,183895846,0.14960873
9368,7059737696,6968266745,167344.16
9411,183951379,183794788,4313.6494
6584,183920210,183947703,4309.1494
12770,8400356779,183882322,0.14960873
10955,183945590,183957292,4309.6494
2681,183870122,183933102,4307.1494
1699,7130074348,7130074346,167056.16
4726,2722509003,2722508984,63792.15
12146,7566016437,7566016436,177248.16
10024,7984593371,8428941907,177760.16
1952,8428187884,8428187886,197472.16
12751,7211247987,7211247993,168992.16
154,183830733,183985529,4304.1494
5668,183992692,7127817083,-377423.84
6170,183866353,183879309,4308.1494
12220,6986989090,6986972684,163696.16
1391,183938254,183910456,4311.1494
5708,183910437,183910435,4310.1494
6057,6788230495,7259972384,149136.16
11032,183871321,7244268175,-356495.84
6053,183938206,183938209,4310.6494
10085,183951657,8110649091,-209391.84
2130,2722360321,183827757,0.14960873
2170,3337049458,3337049450,78184.15
1659,1864948245,1864946923,43708.15
2638,183901850,183893756,4309.1494
6874,8411564709,7071526479,186320.16
577,7128265775,7128265779,166992.16
1162,7079520999,8110346544,144224.16
11716,6976662179,7007439333,162832.16
6171,183866353,183879309,4308.1494
11907,183943866,6863099387,-422127.84
499,183971058,183971903,4310.6494
4519,183945492,183962378,4309.6494
7785,6979757276,183904046,0.14960873
4128,7779945088,7477856354,88592.15
10545,183879727,183879331,4308.6494
8404,183833115,183833148,4307.1494
9108,183934126,183890535,4310.6494
7670,183922338,183904193,4309.6494
11685,6950246395,183785714,0.14960873
5322,6957604133,183776937,0.14960873
10174,183926892,183952328,4309.1494
1448,4564492376,6950234964,-290815.84
12258,6924388231,6924388222,162272.16
1406,6745396456,183847370,0.14960873
9305,183864945,8110367978,-208655.84
4286,8411584964,8411584963,197120.16
3109,183832403,183832391,4307.1494
5307,183937414,183900279,4310.6494
8016,183913896,183913878,4309.6494
13165,183832506,183832504,4308.6494
13394,183951389,183951414,4310.1494
3008,183777000,183776992,4307.1494
13080,183924029,183903949,4309.6494
4777,7779945095,7779945088,182288.16
11526,183873488,183878238,4309.1494
1335,183794304,1955186782,-937051.9
3798,183776950,183776965,4306.1494
6878,8459847534,8459847532,198240.16
256,7161616891,183941664,0.14960873
5670,183992692,7127833787,-377391.84
12423,183956707,183911055,4311.6494
7277,7081790958,183900279,0.14960873
1399,7171044994,7189320829,167616.16
5385,183936166,8111053264,-209167.84
7661,6788254715,6788254721,159056.16
9079,5915185814,7301705426,109472.15
3928,7211206083,7211206084,168928.16
2891,183828191,8429241621,-153951.84
8644,183962777,183962769,4310.6494
386,8122575738,183890535,0.14960873
8373,183896308,8084247201,-213407.84
11177,6948053713,6948053715,162784.16
7047,183776944,183776941,4306.6494
946,8428523563,6968607927,197104.16
10999,183892706,183892702,4309.6494
11860,7168837312,7168837309,168000.16
9249,6785802986,6785789184,159008.16
1400,7171044994,7171044996,168000.16
6794,7121860903,6936433350,170784.16
4808,183925422,183800864,4312.6494
11146,183827152,183827160,4308.1494
11124,183878244,8424358888,-155231.84
9103,8111318628,8127662013,189712.16
316,6776273760,6776273763,158784.16
1658,183900900,183916115,4308.6494
7939,183910574,183910580,4310.1494
7693,183904137,183904141,4308.6494
4667,183895846,183895835,4309.1494
7265,183780631,2722360321,-1127159.9
12927,183980452,183856119,4313.1494
8374,183896308,183896305,4309.1494
1605,183866359,183879664,4307.6494
3568,7183213882,183937992,0.14960873
11969,7489608241,183856932,0.14960873
1787,7672393559,7672393564,179776.16
2988,183784636,183826144,4305.6494
2457,7150994593,7150994603,167568.16
11356,6975810176,8428491702,132880.16
12696,183936129,183922028,4310.1494
1724,183839503,183839506,4308.6494
12259,6924388231,6924388222,162272.16
12598,7174868680,183950842,0.14960873
12873,7035917795,7035917792,164880.16
8594,7171075394,6972745513,172176.16
13311,8424358888,183878244,0.14960873
3696,6948053718,7071554795,160176.16
497,183971058,183856486,4313.1494
12933,5915185811,183835171,0.14960873
3074,183835141,7180720348,-367007.84
3957,183841761,183841768,4308.1494
11332,183828196,8429241621,-153951.84
12562,7134830753,7134830746,167200.16
2134,7081790962,7081790957,165920.16
8912,7189320825,7189320816,168448.16
10919,183917948,7127277891,-376879.84
13148,7168837309,7168837310,167984.16
11374,183937406,1955186762,-936771.9
885,3419834922,183978504,0.14960873
4204,183780595,183780597,4306.1494
3094,1864946746,1864947774,43688.15
6887,7087403357,183939855,0.14960873
859,1871373052,1871373038,43848.15
2869,1864947027,1864947693,43704.15
10837,7168837317,7168837320,168000.16
2084,183908657,183908660,4309.6494
6037,183808351,529805761,5121.1494
8309,8428297750,8428297751,197488.16
3640,7127817079,183992692,0.14960873
12826,7217965803,183906714,0.14960873
7538,7148158888,7148140382,167488.16
11537,7183528244,7183528240,168304.16
8595,7171075394,7171075395,168032.16
2518,183952308,183952320,4310.6494
9968,183919545,183903738,4309.6494
1894,8459847545,8459847544,198240.16
231,2722360282,2722360300,63780.15
8435,2937774105,2937774099,68832.15
2183,4095533637,4095533649,95968.15
2198,183947087,8411584973,-158031.84
3991,183941231,183893713,4311.6494
6265,183947703,6782612323,-435919.84
7218,8459847523,8459847532,198240.16
364,6950246393,6950246392,162832.16
5993,183844828,183873500,4307.1494
10677,7244296186,183849499,0.14960873
5026,8112172780,8112172774,190080.16
7516,183951486,183951414,4310.1494
3382,7071526480,7071526483,165712.16
4978,183776971,183776976,4306.1494
10224,8113363915,183925153,0.14960873
11134,7199513888,183913031,0.14960873
5895,6785875140,6785875139,159008.16
699,183903219,183895469,4309.1494
7406,183844824,183937395,4306.1494
7214,8459847523,8459847527,198240.16
5059,7566526735,7566526733,177280.16
10428,7769153894,8430068834,168112.16
4855,6979767549,7007465033,162960.16
6895,183910435,183865797,4310.1494
3159,7489133799,7489133785,175488.16
9782,183934644,183896170,4311.1494
6592,7168837291,7168837290,168000.16
12697,183936129,8110362179,-209295.84
6687,183879261,183879290,4309.6494
11054,7050980867,183943866,0.14960873
1137,6785875173,6785985481,158992.16
3010,8114373543,8114373552,190128.16
2196,183947087,8411584996,-158031.84
4608,7361689592,8418028707,150288.16
11165,183820511,183820534,4307.1494
4342,8429128424,183864945,0.14960873
8963,183868393,183868395,4308.1494
327,2937774255,183824385,0.14960873
11131,183800864,183925422,4304.1494
2110,7134838484,7134838483,167168.16
9210,3337049450,8393473497,902816.1
2125,183844122,183844147,4307.6494
6936,8428269535,183871017,0.14960873
5813,7166476520,7308542180,164928.16
8370,183925361,6785129086,-435311.84
11727,1955186762,183937409,0.14960873
11307,183848456,6973636593,-402463.84
8270,8112172793,183951651,0.14960873
2802,7627846778,7627846773,178768.16
9585,6966074459,183932536,0.14960873
10945,183913043,183913040,4309.1494
174,183810567,529805856,5125.1494
6521,183853815,1955186762,-936935.9
2626,2937774092,2937774117,68832.15
4963,183944790,183944732,4311.1494
12298,5929703105,183897657,0.14960873
6715,6957604127,6957604128,163024.16
8280,183777294,7425168582,-324799.84
5626,183777270,8428561984,-153679.84
11409,183958553,183956624,4311.1494
6159,7150994590,7150994593,167568.16
279,183777061,183917141,4303.1494
5055,6771397287,6771384083,158672.16
3636,8459847542,183937413,0.14960873
708,183951167,183905981,4311.6494
12912,6785875165,6785875171,159008.16
13093,183922068,183855772,4311.6494
10303,183972481,7321102253,-344239.84
2731,183862529,183862526,4308.6494
4169,1871373146,1871373205,43840.15
13373,183924774,183903224,4310.6494
1487,183976367,6762335166,-439631.84
8138,7183528243,183918263,0.14960873
10250,183856069,183856067,4307.6494
4722,183882327,8398528521,-159647.84
9408,183951379,183896313,4312.1494
4807,8428196966,8428196965,197488.16
3657,183786328,183786304,4306.1494
11143,7601349308,7601349310,178080.16
1986,183855732,7113679686,-378623.84
2397,8110362177,8110362176,190048.16
2447,183873530,183856077,4308.6494
8204,183917141,183777061,4312.1494
1018,183873457,183900813,4307.6494
8815,183800397,183800407,4306.6494
2726,7245005502,7161912969,171504.16
864,183866383,183866388,4308.6494
5228,183918012,183777249,4312.6494
2648,183832504,183832506,4308.6494
13300,7138554287,7138554289,167248.16
7912,1871373042,1871373146,43844.15
5524,183862538,183958520,4306.1494
7862,183962657,183856487,4312.1494
100,183897587,8113686904,-208399.84
643,6973075321,8411373831,133152.16
9318,8428243182,183947092,0.14960873
6431,4095533634,4095533637,95968.15
1149,7244268182,7244296185,169760.16
768,8428305874,183937319,0.14960873
11148,183827152,8114062092,-207759.84
11515,183817400,183817422,4306.6494
7077,183962958,183832456,4313.6494
2439,183892708,183892706,4309.6494
10957,183891231,1864947152,-877223.9
2281,183904226,7153569214,-372255.84
6267,183947703,8110362157,-209407.84
10833,3665397920,183812421,0.14960873
6287,7238979897,7238979894,169600.16
13126,7205166266,7205166262,168848.16
12491,7130074343,7691880583,155296.16
4070,6948472708,8443102831,131392.16
7135,183956083,183904258,4311.6494
5920,183896397,6753377189,-440431.84
343,183911076,183911080,4309.1494
2521,183952308,183900690,4312.1494
4561,7217965811,7217965812,169136.16
1434,183776937,183776935,4306.1494
10477,183952291,183894607,4311.6494
1181,7085852512,7085852513,166032.16
8383,6785767577,6785767579,159008.16
10449,4095531947,4095531984,95976.15
12419,7071554795,7071554792,165712.16
13098,8425612824,8112172793,94688.15
3203,183871011,183938209,4307.1494
2230,183897586,8113686904,-208399.84
13271,3337049478,3337049479,78176.15
7102,6782612332,183806003,0.14960873
5386,183936166,183936162,4310.6494
2257,1483916508,183776971,0.14960873
1012,6951532940,183927829,0.14960873
4508,183776933,183937424,4302.1494
5558,2005648327,7259925781,-921615.9
652,183777297,7425215985,-324783.84
2932,8428455393,183928184,0.14960873
12653,183868416,183902290,4307.6494
3796,183776950,183962904,4302.1494
9074,183900233,183897657,4309.6494
2471,6979705273,6979705274,163536.16
4774,6782612314,6782612332,158912.16
1119,2722509021,2722509010,63792.15
12338,183852610,183958465,4304.6494
10614,183882314,8393901701,-160447.84
11369,183937406,183985529,4308.6494
625,3419834924,6950246409,1770736.1
11604,7244261450,6948053709,83824.15
3383,7085786374,7085786377,166016.16
3671,6950794067,6950794062,162880.16
6684,6950234971,2864838218,599710.1
12137,8430447091,183835153,0.14960873
3097,7333785354,2722360281,0.14960873
5023,183832438,183913108,4306.6494
1753,7510087053,8114147437,163264.16
12016,7769153893,7769153897,182048.16
6901,183824385,8428611273,-154015.84
10688,7079520986,6950776989,168576.16
11936,183897561,8459847542,-149327.84
12542,7291043862,183818076,0.14960873
4687,7433838349,7244261458,178176.16
5894,6785875140,6785875141,159008.16
3478,183917932,183817422,4311.6494
4758,6957414674,183903919,0.14960873
11646,183806022,8110362149,-208191.84
3842,183902508,8084247201,-213455.84
9846,183960305,183968677,4310.1494
8101,8428759445,6950993064,198736.16
11263,6950796908,6950796909,162880.16
3911,1871373122,1871373052,43848.15
9792,183941672,5448150273,-663527.9
10489,8110362189,8110362186,190048.16
8265,183797137,183797160,4306.6494
5945,183910640,183910633,4308.6494
8925,8113686907,183905412,0.14960873
746,183937424,183776933,4313.1494
5701,183826447,183887185,4306.1494
3581,6785875157,6785875158,159008.16
4568,183830743,183830745,4307.1494
92,7129703924,7129703935,167040.16
2330,7116149467,7116149480,166720.16
8390,6785875153,6785875150,159008.16
5691,183873106,183873091,4308.1494
4586,6951413314,6951413298,162880.16
2360,6951413309,183894309,0.14960873
2025,183830759,183830756,4307.1494
8229,183861409,6948642180,-406847.84
3441,183873517,183873512,4308.6494
12393,1864947442,1864948040,43692.15
7401,183844824,183844828,4307.1494
6950,183844147,183844151,4307.6494
5949,6957443501,6957443485,162992.16
13092,183959414,183925153,4311.1494
10335,7489133803,8428781953,155744.16
4839,7238979893,6786014187,97760.15
3323,7453103678,7453103670,174640.16
7950,8411584928,8411584939,197120.16
1713,8111316135,8111316129,190032.16
10730,6957604134,6957604133,163024.16
10713,7079520985,7079521007,165888.16
9802,183882334,183882336,4309.1494
6965,183903741,2060324622,-1006343.9
3133,183973881,183971581,4311.1494
6149,8393473498,8393473497,196672.16
10401,183856074,183856077,4307.6494
5346,8428941910,7984593368,106384.15
1347,7715170991,7715170990,180768.16
4332,6979767561,7007465032,162944.16
206,183856059,6788254727,-434143.84
3998,4095533652,4095533649,95968.15
1170,7171212861,183779242,0.14960873
3409,183902491,183906714,4309.6494
11873,8428305871,8428305874,197504.16
4301,6976674521,6976674522,163456.16
11280,183780597,183780595,4306.1494
2538,183916117,183904046,4310.1494
2885,8110902535,183777055,0.14960873
2602,183911362,183911358,4309.6494
1336,183794304,1955186782,-937051.9
4174,8111495884,8111495885,190096.16
12123,183897327,183897320,4308.6494
1560,183934110,183934113,4309.1494
6146,183908893,8430433036,-154479.84
10099,183913108,183913105,4309.6494
8959,6788254713,7079509466,152944.16
4453,7127277891,183917948,0.14960873
7722,183794267,183794300,4307.1494
5652,8110362188,8110362187,190048.16
5074,183799759,183799770,4306.6494
9104,8111318628,6753377194,185504.16
7921,6969216444,7166476520,159168.16
8055,183875570,6766453912,-438063.84
6534,183832484,7180720348,-366991.84
597,183891612,7245005485,-356559.84
4716,7566526736,4095533641,386436.16
258,7161616891,2005648327,0.14960873
